Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,instructions
134,1692376211531,18/08/2023 16:30:11,1692376211486,1,18/08/2023 17:30:11,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,61569.60000000149,,,j,122,0,1,0,,,,,1,main task,P01.flac,
135,1692376212059,18/08/2023 16:30:12,1692376212007,1,18/08/2023 17:30:12,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,62090.300000000745,,,j,123,0,1,0,,,,,1,main task,P01.flac,
136,1692376212592,18/08/2023 16:30:12,1692376212501,1,18/08/2023 17:30:12,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,62583.5,,,j,124,0,1,0,,,,,1,main task,P01.flac,
137,1692376213090,18/08/2023 16:30:13,1692376212998,1,18/08/2023 17:30:12,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,63080.60000000149,,,j,125,0,1,0,,,,,1,main task,P01.flac,
138,1692376213526,18/08/2023 16:30:13,1692376213484,1,18/08/2023 17:30:13,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,63566.400000002235,,,j,126,0,1,0,,,,,1,main task,P01.flac,
139,1692376214052,18/08/2023 16:30:14,1692376213994,1,18/08/2023 17:30:13,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,64076.800000000745,,,j,127,0,1,0,,,,,1,main task,P01.flac,
140,1692376214544,18/08/2023 16:30:14,1692376214493,1,18/08/2023 17:30:14,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,64575.5,,,j,128,0,1,0,,,,,1,main task,P01.flac,
141,1692376215023,18/08/2023 16:30:15,1692376214969,1,18/08/2023 17:30:14,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,65051.5,,,j,129,0,1,0,,,,,1,main task,P01.flac,
142,1692376215533,18/08/2023 16:30:15,1692376215482,1,18/08/2023 17:30:15,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,65564.40000000224,,,j,130,0,1,0,,,,,1,main task,P01.flac,
143,1692376216059,18/08/2023 16:30:16,1692376215969,1,18/08/2023 17:30:15,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,66051.80000000075,,,j,131,0,1,0,,,,,1,main task,P01.flac,
144,1692376216522,18/08/2023 16:30:16,1692376216461,1,18/08/2023 17:30:16,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,66542.90000000224,,,j,132,0,1,0,,,,,1,main task,P01.flac,
145,1692376217070,18/08/2023 16:30:17,1692376216976,1,18/08/2023 17:30:16,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,67057.90000000224,,,j,133,0,1,0,,,,,1,main task,P01.flac,
146,1692376217541,18/08/2023 16:30:17,1692376217484,1,18/08/2023 17:30:17,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,67565.80000000075,,,j,134,0,1,0,,,,,1,main task,P01.flac,
147,1692376218050,18/08/2023 16:30:18,1692376217975,1,18/08/2023 17:30:17,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,68057.20000000298,,,j,135,0,1,0,,,,,1,main task,P01.flac,
148,1692376218542,18/08/2023 16:30:18,1692376218489,1,18/08/2023 17:30:18,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,68571,,,j,136,0,1,0,,,,,1,main task,P01.flac,
149,1692376219022,18/08/2023 16:30:19,1692376218959,1,18/08/2023 17:30:18,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,69041,,,j,137,0,1,0,,,,,1,main task,P01.flac,
150,1692376219538,18/08/2023 16:30:19,1692376219478,1,18/08/2023 17:30:19,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,69560.30000000075,,,j,138,0,1,0,,,,,1,main task,P01.flac,
151,1692376220043,18/08/2023 16:30:20,1692376219981,1,18/08/2023 17:30:19,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,70062.80000000075,,,j,139,0,1,0,,,,,1,main task,P01.flac,
152,1692376220560,18/08/2023 16:30:20,1692376220488,1,18/08/2023 17:30:20,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,70569.70000000298,,,j,140,0,1,0,,,,,1,main task,P01.flac,
153,1692376221036,18/08/2023 16:30:21,1692376220976,1,18/08/2023 17:30:20,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,71057.70000000298,,,j,141,0,1,0,,,,,1,main task,P01.flac,
154,1692376221615,18/08/2023 16:30:21,1692376221514,1,18/08/2023 17:30:21,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,71596.10000000149,,,j,142,0,1,0,,,,,1,main task,P01.flac,
155,1692376222035,18/08/2023 16:30:22,1692376221974,1,18/08/2023 17:30:21,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,72055.40000000224,,,j,143,0,1,0,,,,,1,main task,P01.flac,
156,1692376222561,18/08/2023 16:30:22,1692376222503,1,18/08/2023 17:30:22,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,72584.10000000149,,,j,144,0,1,0,,,,,1,main task,P01.flac,
157,1692376223036,18/08/2023 16:30:23,1692376222982,1,18/08/2023 17:30:22,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,73063.30000000075,,,j,145,0,1,0,,,,,1,main task,P01.flac,
158,1692376223506,18/08/2023 16:30:23,1692376223450,1,18/08/2023 17:30:23,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,73531.90000000224,,,j,146,0,1,0,,,,,1,main task,P01.flac,
159,1692376224015,18/08/2023 16:30:24,1692376223959,1,18/08/2023 17:30:23,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,74040.80000000075,,,j,147,0,1,0,,,,,1,main task,P01.flac,
160,1692376224554,18/08/2023 16:30:24,1692376224450,1,18/08/2023 17:30:24,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,74531.90000000224,,,j,148,0,1,0,,,,,1,main task,P01.flac,
161,1692376225070,18/08/2023 16:30:25,1692376224972,1,18/08/2023 17:30:24,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,75053.70000000298,,,j,149,0,1,0,,,,,1,main task,P01.flac,
162,1692376225749,18/08/2023 16:30:25,1692376225467,1,18/08/2023 17:30:25,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,75548.80000000075,,,j,150,0,1,0,,,,,1,main task,P01.flac,
163,1692376226243,18/08/2023 16:30:26,1692376225971,1,18/08/2023 17:30:25,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,76051.90000000224,,,j,151,0,1,0,,,,,1,main task,P01.flac,
164,1692376226782,18/08/2023 16:30:26,1692376226478,1,18/08/2023 17:30:26,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,76559.30000000075,,,j,152,0,1,0,,,,,1,main task,P01.flac,
165,1692376227292,18/08/2023 16:30:27,1692376226952,1,18/08/2023 17:30:26,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,77033.10000000149,,,j,153,0,1,0,,,,,1,main task,P01.flac,
166,1692376227862,18/08/2023 16:30:27,1692376227458,1,18/08/2023 17:30:27,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,77539.40000000224,,,j,154,0,1,0,,,,,1,main task,P01.flac,
167,1692376228377,18/08/2023 16:30:28,1692376227979,1,18/08/2023 17:30:27,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,78060,,,j,155,0,1,0,,,,,1,main task,P01.flac,
168,1692376228864,18/08/2023 16:30:28,1692376228480,1,18/08/2023 17:30:28,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,78561.10000000149,,,j,156,0,1,0,,,,,1,main task,P01.flac,
169,1692376229012,18/08/2023 16:30:29,1692376228962,1,18/08/2023 17:30:28,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,79043.30000000075,,,j,157,0,1,0,,,,,1,main task,P01.flac,
170,1692376229956,18/08/2023 16:30:29,1692376229455,1,18/08/2023 17:30:29,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,79536.30000000075,,,j,158,0,1,0,,,,,1,main task,P01.flac,
171,1692376230058,18/08/2023 16:30:30,1692376229965,1,18/08/2023 17:30:29,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,80045.70000000298,,,j,159,0,1,0,,,,,1,main task,P01.flac,
172,1692376230521,18/08/2023 16:30:30,1692376230466,1,18/08/2023 17:30:30,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,80547.40000000224,,,j,160,0,1,0,,,,,1,main task,P01.flac,
173,1692376231042,18/08/2023 16:30:31,1692376230979,1,18/08/2023 17:30:30,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,81059.5,,,j,161,0,1,0,,,,,1,main task,P01.flac,
174,1692376231584,18/08/2023 16:30:31,1692376231479,1,18/08/2023 17:30:31,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,81559.5,,,j,162,0,1,0,,,,,1,main task,P01.flac,
175,1692376232064,18/08/2023 16:30:32,1692376231971,1,18/08/2023 17:30:31,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,82051.5,,,j,163,0,1,0,,,,,1,main task,P01.flac,
176,1692376232565,18/08/2023 16:30:32,1692376232478,1,18/08/2023 17:30:32,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,82558.70000000298,,,j,164,0,1,0,,,,,1,main task,P01.flac,
177,1692376233098,18/08/2023 16:30:33,1692376232969,1,18/08/2023 17:30:32,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,83050.10000000149,,,j,165,0,1,0,,,,,1,main task,P01.flac,
178,1692376233550,18/08/2023 16:30:33,1692376233490,1,18/08/2023 17:30:33,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,83570.90000000224,,,j,166,0,1,0,,,,,1,main task,P01.flac,
179,1692376234038,18/08/2023 16:30:34,1692376233981,1,18/08/2023 17:30:33,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,84062,,,j,167,0,1,0,,,,,1,main task,P01.flac,
180,1692376234534,18/08/2023 16:30:34,1692376234480,1,18/08/2023 17:30:34,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,84561.20000000298,,,j,168,0,1,0,,,,,1,main task,P01.flac,
181,1692376235053,18/08/2023 16:30:35,1692376234991,1,18/08/2023 17:30:34,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,85071.70000000298,,,j,169,0,1,0,,,,,1,main task,P01.flac,
182,1692376235637,18/08/2023 16:30:35,1692376235509,1,18/08/2023 17:30:35,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,85590,,,j,170,0,1,0,,,,,1,main task,P01.flac,
183,1692376236029,18/08/2023 16:30:36,1692376235966,1,18/08/2023 17:30:35,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,86046.70000000298,,,j,171,0,1,0,,,,,1,main task,P01.flac,
184,1692376236565,18/08/2023 16:30:36,1692376236510,1,18/08/2023 17:30:36,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,86590.20000000298,,,j,172,0,1,0,,,,,1,main task,P01.flac,
185,1692376237061,18/08/2023 16:30:37,1692376236995,1,18/08/2023 17:30:36,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,87075.5,,,j,173,0,1,0,,,,,1,main task,P01.flac,
186,1692376237592,18/08/2023 16:30:37,1692376237486,1,18/08/2023 17:30:37,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,87567,,,j,174,0,1,0,,,,,1,main task,P01.flac,
187,1692376238111,18/08/2023 16:30:38,1692376237987,1,18/08/2023 17:30:37,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,88067.60000000149,,,j,175,0,1,0,,,,,1,main task,P01.flac,
188,1692376238639,18/08/2023 16:30:38,1692376238488,1,18/08/2023 17:30:38,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,88568.60000000149,,,j,176,0,1,0,,,,,1,main task,P01.flac,
189,1692376239032,18/08/2023 16:30:39,1692376238964,1,18/08/2023 17:30:38,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,89044.30000000075,,,j,177,0,1,0,,,,,1,main task,P01.flac,
190,1692376239689,18/08/2023 16:30:39,1692376239481,1,18/08/2023 17:30:39,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,89561.40000000224,,,j,178,0,1,0,,,,,1,main task,P01.flac,
191,1692376240112,18/08/2023 16:30:40,1692376239969,1,18/08/2023 17:30:39,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,90049.20000000298,,,j,179,0,1,0,,,,,1,main task,P01.flac,
192,1692376240526,18/08/2023 16:30:40,1692376240475,1,18/08/2023 17:30:40,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,90555.40000000224,,,j,180,0,1,0,,,,,1,main task,P01.flac,
193,1692376241006,18/08/2023 16:30:41,1692376240953,1,18/08/2023 17:30:40,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,91033.90000000224,,,j,181,0,1,0,,,,,1,main task,P01.flac,
194,1692376241543,18/08/2023 16:30:41,1692376241478,1,18/08/2023 17:30:41,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,91558.30000000075,,,j,182,0,1,0,,,,,1,main task,P01.flac,
195,1692376242021,18/08/2023 16:30:42,1692376241968,1,18/08/2023 17:30:41,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,92048.5,,,j,183,0,1,0,,,,,1,main task,P01.flac,
196,1692376242481,18/08/2023 16:30:42,1692376242435,1,18/08/2023 17:30:42,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,92515.70000000298,,,j,184,0,1,0,,,,,1,main task,P01.flac,
197,1692376243084,18/08/2023 16:30:43,1692376242975,1,18/08/2023 17:30:42,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,93055.70000000298,,,j,185,0,1,0,,,,,1,main task,P01.flac,
198,1692376243520,18/08/2023 16:30:43,1692376243467,1,18/08/2023 17:30:43,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,93547.70000000298,,,j,186,0,1,0,,,,,1,main task,P01.flac,
199,1692376244019,18/08/2023 16:30:44,1692376243965,1,18/08/2023 17:30:43,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,94045.40000000224,,,j,187,0,1,0,,,,,1,main task,P01.flac,
200,1692376244541,18/08/2023 16:30:44,1692376244489,1,18/08/2023 17:30:44,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,94569.60000000149,,,j,188,0,1,0,,,,,1,main task,P01.flac,
